Week,Tier 4,Tier 5,Spend,RB Conv,RB CPO,AOV,ROAS
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-simplecommit-mgfx - dp (buy now)_6.21.24,206.040000915527,0.0,,,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - p90x-finallyreadym-static-alttags - dp (try now)_7.12.24,170.369999885559,12.947229377645,13.15879984174251,70.93942840491665,5.391025721044993
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - getfitmale-static - dp (try now)_7.12.24,117.540001869201,0.0,,,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - p90x-tiredprogressm-static-alttags - dp (try now)_7.12.24,95.600001335144,0.925583236056929,103.28622819748652,51.142125383790585,0.4951495109880983
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-nogym1-mgfx - dp (buy now)_6.21.24,0.0,0.134589316519089,0.0,92.28071025985078,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set Total,,1280.180008888242,16.059423511698046,79.71519076981374,67.63490568878636,0.8484569256578647
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 001 - dp (buy now)_7.12.24,495.850006103515,4.66864364657026,106.20857868811272,58.91503774821435,0.5547107255923419
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 003 - dp (buy now)_7.12.24,356.780002593994,1.61040676913943,221.5465119937681,83.99924721323933,0.3791494908103187
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 004 - dp (buy now)_7.3.24,179.369998455047,0.282020853724513,636.016791262753,29.18086784904963,0.0458806563756181
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 002 - dp (buy now)_7.12.24,79.1800013780593,0.0,,,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 003 - dp (buy now)_7.3.24,51.2599999904632,0.0,,,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 001 - dp (buy now)_7.3.24,30.6900004148483,0.0,,,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 002 - dp (buy now)_7.3.24,5.83999991416931,0.0,,,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 003 - dp (buy now)_7.3.24,0.0,0.82406912405254,0.0,57.0130900512708,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set Total,,1198.9700088500963,7.385140393486743,162.3489798389638,63.03720560780848,0.3882821171425651
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg infl - erin t dp)_cpa_conversion_7.10.24 ad set,bodi_video_learn-more_andg infl - erin t - dp_7.10.24,181.080001831054,9.2067999631096,19.66807170315604,82.86676661134392,4.213263397755799
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg infl - erin t dp)_cpa_conversion_7.10.24 ad set Total,,181.080001831054,9.2067999631096,19.66807170315604,82.86676661134392,4.213263397755799
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg infl - zoe dp)_cpa_conversion_7.3.24 ad set,bodi_video_learn-more_andg infl - zoe chin loy - dp_7.3.24,0.0,0.178207355403993,0.0,52.88693014631815,
7/15/24-7/21/24,bodi_bodi_prospecting (asc andg infl - zoe dp)_cpa_conversion_7.3.24 ad set Total,,0.0,0.178207355403993,0.0,52.88693014631815,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - june - 21dayfix-simple - dp (buy now)_7.12.24,234.540000915527,1.16153125387598,201.9231080807142,95.98235439832575,0.4753411103396793
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - 21df - 21dayfix-simple-static - dp (buy now)_6.21.24,93.5699996948242,1.23196630681728,75.95175223302768,0.0,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a6-veronica-ugc-nutrition plan - dp (buy now)_6.28.24,49.829999923706,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a27-cydrose-pregnancy - dp (buy now)_6.28.24,35.0600004196167,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - 21day-ugc-starr1 - dp (buy now)_6.21.24,0.0,0.228922272272286,0.0,52.34667988269849,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set Total,,413.0000009536739,2.6224198329655457,157.4881320534537,47.08240221753063,0.2989584142222868
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - getfitfemale-static - dp (try now)_7.12.24,143.180000305175,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - p90x-tiredprogressm-static-alttags - dp (try now)_7.12.24,71.4899978637695,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - getfitmale-static - dp (try now)_7.12.24,65.1399993896484,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - p90x-finallyreadym-static-alttags - dp (try now)_7.12.24,52.2199993133544,2.1237452820753,24.58863581904022,48.35413380138068,1.966523647641226
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set Total,,332.0299968719473,2.1237452820753,156.34172312203623,48.35413380138068,0.3092848974399285
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 002 - dp (buy now)_7.12.24,120.119998931884,0.45975167200869,261.2714781592215,0.0,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 004 - dp (buy now)_7.3.24,60.9400024414062,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 001 - dp (buy now)_7.3.24,9.58000016212463,0.73347292494822,13.061150365981042,104.1448824017837,7.973637810114991
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 003 - dp (buy now)_7.3.24,8.60000014305114,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 002 - dp (buy now)_7.3.24,5.55999994277954,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 003 - dp (buy now)_7.12.24,0.0,1.06187264103765,0.0,51.01583029287997,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 003 - dp (buy now)_7.3.24,0.0,0.433818883000374,0.0,51.4271855174911,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set Total,,204.8000016212455,2.6889161209949344,76.16451849210782,56.85184783002486,0.746434809220462
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_video_get-offer_andg - 80do - july - 80obsession - couldbeyou - 002 - dp (buy now)_7.3.24,91.6699981689453,1.78192987755537,51.44422309968078,59.70207020246132,1.1605203967563034
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_video_get-offer_andg - 80do - july - 80obsession - couldbeyou - 004 - dp (buy now)_7.3.24,36.5600004196167,0.0,,,
7/22/24-7/28/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set Total,,128.229998588562,1.78192987755537,71.96130454049111,59.70207020246132,0.8296412993578823
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_static_get-offer_andg - 80do - july - 80challenge - please - 003 - dp (buy now)_7.3.24,880.419998168945,13.7471943139734,64.04361341383222,66.08360800764177,1.0318532088535926
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_video_get-offer_andg - 80do - july - 80obsession - couldbeyou - 001 - dp (buy now)_7.3.24,612.029998779296,1.43119939681644,427.6343325330457,41.599124980098935,0.0972773274159046
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_static_get-offer_andg - 80do - july - 80challenge - please - 001 - dp (buy now)_7.3.24,510.270008087158,12.6206880867652,40.43123517348133,94.22420912469254,2.3304805979930534
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_static_get-offer_andg - 80do - july - 80challenge - please - 002 - dp (buy now)_7.3.24,170.479995727539,3.24838713093604,52.4814281228895,59.86287859818388,1.1406488111948885
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_video_get-offer_andg - 80do - july - 80obsession - couldbeyou - 002 - dp (buy now)_7.3.24,155.710001468658,0.341049389577321,456.5614430849354,130.06258011773315,0.2848742093482854
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_video_get-offer_andg - 80do - july - 80obsession - couldbeyou - 004 - dp (buy now)_7.3.24,42.4200000762939,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set,bodi_video_get-offer_andg - 80do - july - 80obsession - couldbeyou - 003 - dp (buy now)_7.3.24,0.330000013113021,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 80do dp)_cpa_conversion_7.3.24 campaign ad set Total,,2371.660002321003,31.388518318068407,75.55820183317753,76.33335030822079,1.0102589587395776
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - 21df - 21dayfix-simple-static - dp (buy now)_6.21.24,1111.71998596191,12.0004927532131,92.63952812806372,95.97612836957624,1.0360170254418832
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a5-veronica-ugc-mother - dp (buy now)_6.28.24,229.270000457763,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a8-veronica-ugc-clothing size - dp (buy now)_6.28.24,191.629997253417,2.04811746341225,93.56396821799144,86.7014747193034,0.9266545270643144
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a6-veronica-ugc-nutrition plan - dp (buy now)_6.28.24,124.980000019073,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - 21df - june - 21dayfix-value-static - dp (buy now)_7.12.24,119.810001373291,0.870449285390239,137.64156440151237,97.99573725824064,0.7119632625823592
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - june - 21dayfix-simple - dp (buy now)_7.12.24,92.4900016784668,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a27-cydrose-pregnancy - dp (buy now)_6.28.24,61.1099994182586,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - 21day-ugc-starr2 - dp (buy now)_6.21.24,23.8799991607666,0.215803236730665,110.65635308598374,49.36844214443803,0.4461419590258598
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - a7-veronica-ugc-pounds lost - dp (buy now)_6.28.24,0.0,0.355614526735958,0.0,30.76572384040696,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - 21df - 21day-ugc-starr1 - dp (buy now)_6.21.24,0.0,0.256356416181308,0.0,26.6976631915894,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - 21df dp)_cpa_conversion_6.21.24 ad set Total,,1954.889985322946,15.74683368166352,124.14495668416995,91.64221273203636,0.7381871578172768
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 001 - dp (buy now)_7.3.24,450.719993591308,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 002 - dp (buy now)_7.3.24,274.469993591308,0.877982894227505,312.6142837131252,89.21047918682852,0.2853691716425016
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 003 - dp (buy now)_7.12.24,268.01000213623,1.74089857078047,153.94923439800243,51.69069257419935,0.3357645315764562
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 003 - dp (buy now)_7.3.24,166.910002231597,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 004 - dp (buy now)_7.3.24,149.230000019073,1.74089857078047,85.72010025384249,122.70054584564043,1.4314092666981018
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - calendar - 001 - dp (buy now)_7.3.24,116.630001068115,1.9475040400817,59.88691097309469,50.067339798726266,0.8360314296594785
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 001 - dp (buy now)_7.12.24,104.090001106262,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 003 - dp (buy now)_7.3.24,64.5199966430664,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - couldbeyou - 002 - dp (buy now)_7.3.24,41.1600003689527,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set,bodi_video_get-offer_andg - l4 - july - liift4 - itstime - 002 - dp (buy now)_7.12.24,21.6900001764297,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - l4 dp)_cpa_conversion_7.3.24 ad set Total,,1657.429990932342,6.307284075870145,262.7802983019573,76.01196857486252,0.289260530816196
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-nogym1-mgfx - dp (buy now)_6.21.24,533.890013217926,1.20250010914751,443.98333867629947,16.461637538018255,0.0370771515595546
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-a15-ugc-creator-stephcurrie - v2 copy test - dp (buy now)_6.24.24,276.739997863769,1.65747601160632,166.9647077399149,98.4895313474584,0.5898823331028615
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-simplecommit-mgfx - dp (buy now)_6.21.24,152.109996510669,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-nogym1-mgfx - v2 copy test - dp (3 low payments)_6.24.24,136.77000427246,4.19403352766535,32.61061299826908,26.403572549460307,0.809661951183247
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-simplecommit-mgfx - v2 copy test- dp (3 low payments)_6.24.24,96.7600021362304,0.580299499701962,166.74148812109212,17.696877623915828,0.1061336193129323
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - getfitmale-static - dp (try now)_7.12.24,90.0900001525878,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - p90x-finallyreadym-static-alttags - dp (try now)_7.12.24,79.5900020599365,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - getfitfemale-static - dp (try now)_7.12.24,75.8200016021728,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-breakcycle-mgfx - dp (buy now)_6.21.24,59.5299998186528,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - june - p90x-tiredprogressm-static-alttags - dp (try now)_7.12.24,31.0100002288818,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-breakcycle-mgfx - v2 copy test - dp (3 low payments)_6.24.24,0.560000002384185,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-a15-ugc-creator-stephcurrie - dp (buy now)_6.21.24,0.0,0.601250054573755,0.0,107.54827351450224,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_video_get-offer_andg - p90x - p90x-a12-pfc - dp (buy now)_6.28.24,0.0,0.504940117086945,0.0,16.461637372317625,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set,bodi_static_get-offer_andg - p90x - p90x-justyou-static - dp (buy now)_6.21.24,0.0,0.27673283965375,0.0,49.368442896262415,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg - p90x dp)_cpa_conversion_6.21.24 ad set Total,,1532.870017865671,9.01723215943559,169.99340715229147,43.32632488543468,0.2548706188741782
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg infl - erin t dp)_cpa_conversion_7.10.24 ad set,bodi_video_learn-more_andg infl - erin t - dp_7.10.24,426.960004806518,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg infl - erin t dp)_cpa_conversion_7.10.24 ad set Total,,426.960004806518,0.0,,,
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg infl - zoe dp)_cpa_conversion_7.3.24 ad set,bodi_video_learn-more_andg infl - zoe chin loy - dp_7.3.24,164.28999710083,1.28373623489733,127.9780009590284,84.08834640430582,0.657053132367854
7/8/24-7/14/24,bodi_bodi_prospecting (asc andg infl - zoe dp)_cpa_conversion_7.3.24 ad set Total,,164.28999710083,1.28373623489733,127.9780009590284,84.08834640430582,0.657053132367854
